QKEY,NEW_Device_Type_W19,LANGUAGE_W19,ONLSELL1_W19,ONLSELL2_A_W19,ONLSELL2_B_W19,ONLSELL2_C_W19,ONLSELL2_D_W19,ONLSELL2REF_W19,ONLSELL3_W19,ONLSELL4_W19,GIGWORK1_W19,RIDESHR_W19,GIGWORK2_A_W19,GIGWORK2_B_W19,GIGWORK2_C_W19,GIGWORK2_D_W19,GIGWORK2_E_W19,GIGWORK2REF_W19,GIGWORK3_W19,GIGWORK4_A_W19,GIGWORK4_B_W19,GIGWORK4_C_W19,GIGWORK4_D_W19,GIGWORK4_E_W19,GIGWORK4_F_W19,GIGWORK4REF_W19,GIGWORK5_W19,GIGWORK6_W19,HOMESHR1_W19,HOMESHR2_A_W19,HOMESHR2_B_W19,HOMESHR2_C_W19,HOMESHR2_D_W19,HOMESHR2_E_W19,HOMESHR2REF_W19,HOMESHR3_W19,INCCOUNT_W19,EXTRAINC_A_W19,EXTRAINC_B_W19,EXTRAINC_C_W19,EXTRAINC_D_W19,EXTRAINC_E_W19,EXTRAINCREF_W19,THOUGHTA_W19,VOTEGEN_W19,VOTEGEN2_W19,VOTEGEN3_W19,CAMPFEEL_1_W19,CAMPFEEL_2_W19,CAMPFEEL_3_W19,CAMPFEEL_4_W19,CAMPFEEL_5_W19,CAMPFEEL_6_W19,CAMPFEEL_7_W19,CAMPFEEL_8_W19,CAMPFEELREF_W19,WHOWIN_W19,CIVIC_ENG_ACTMOD_A_W19,CIVIC_ENG_ACTMOD_C_W19,CIVIC_ENG_ACTMOD_D_W19,CIVIC_ENG_ACTMOD_G_W19,CIVIC_ENG_ACTMOD_H_W19,CIVIC_ENG_ACTMOD_I_W19,CIVIC_ENG_ACTMOD_J_W19,CIVIC_ENG_ACTMOD_K_W19,CIVIC_ENG_ACTMODREF_W19,QBELIEF1_W19,POLNEWSSNSINT_W19,TALKPOLSNSINT_W19,SNSINT_A_W19,SNSINT_B_W19,SNSINT_C_W19,SNSINT_D_W19,SNSINTREF_W19,FBKNOW_W19,TWKNOW_W19,IGKNOW_W19,FBPOST1_W19,TWPOST1_W19,IGPOST1_W19,FBPOST2_W19,TWPOST2_W19,IGPOST2_W19,QBELIEF2_W19,QBELIEF3_W19,QBELIEF4_W19,ELECTFTGSNSINT_W19,TALKDISASNSINT_W19,TALKCMNSNSINT_W19,QUAL1_W19,QUAL2_W19,QUAL3_W19,QUAL4_W19,QUAL5_W19,QUAL6_W19,QUAL7_W19,QIMPACTA_W19,QIMPACTB_W19,QIMPACTC_W19,QIMPACTD_W19,QIMPACTE_W19,QCHANGE1_W19,QCHANGE3_W19,QCHANGE5_W19,QDISAGREE1_W19,RESPONSE_EXP_W19,QDISAGREE2_W19,QDISAGREE3_W19,QDISAGREE4_A_W19,QDISAGREE4_B_W19,QDISAGREE4_C_W19,QDISAGREE4_D_W19,QDISAGREE4_E_W19,QFOLLOW1_W19,QFOLLOW2_W19,QFOLLOW3_A_W19,QFOLLOW3_B_W19,QFOLLOW3_C_W19,QFOLLOW3_D_W19,QFOLLOW3_E_W19,QFOLLOW3REF_W19,TENURE_W19,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_RECRUITMENT,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_IDEOCONSISTREC_RECRUITMENT,F_INTUSER_FINAL,F_INSURANCE_FINAL,F_INT_FREQ1_FINAL,F_INT_FREQCOMB_FINAL,F_SNSUSER_FINAL,F_BBINT_RF1,WEIGHT_W19
600116,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,1,0,0,0,0,1,0,0, ,2,0,0,0,1,0,0,0,0, ,3,2,2,1,0,0,0, ,1, , ,3, , ,3, , ,3, , ,1,1,1,2,2,3,1,2,2,2,1,2,2,1,3,2,2,1,1,2,2,2, , , , , ,2, , , , , , , ,6,3,3,1,3,1,2,1,1,1,1,1,2,5,3,2,2,7,1,1,3,1,1,1,1,2,1,1,0.3856066
600204,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,1,0,0, ,1,1,1, ,1,1,0,0,1,1,0,0, ,1,1,0,0,0,0,0,1,0, ,3,2,2,1,0,0,0, ,1, , ,2, , ,3, , ,3, , ,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2, , , , , ,1,1, , , , , , ,6,2,2,1,3,2,2,1,1,1,1,12,2,6,1, ,1,3,3,1,2,3,1,1,1,1,1,1,4.3508934
600221,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,2,1, ,0,0,0,0,1,0,1,0, ,2,0,0,0,0,0,0,1,0, ,2,1,2,1,1,1,0, ,2,2,3,1,1,4,2,2,4,2,2,4,1,2,2,2,2,2,1,3,2,2,1,1,3,2,1,2,2,2,2,2,2,2, , , , , ,1,3,0,1,0,0,1, ,3,3,3,1,2,4,2,2,2,1,1,1,1,1,2, ,2,2,3,1,2,2,1,1,1,4,1,1,0.8469187
600226,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,1,1,1,0,0,0,0,0, ,1,0,0,0,0,0,0,1,0, ,3,2,2,1,0,0,0, ,1, , ,1, , ,1, , ,3, , ,1,1,1,3,3,3,3,3,3,3,1,2,3,1,2,2,2,2,2,2,2,2, , , , , ,2, , , , , , , ,6,2,2,1,2,3,2,1,1,1,2,2,2,4,3,1,1,4,2,1,2,4,1,2,1,4,1,1,0.7375511
600304,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,3,1,1, ,1,0,1,0,1,0,0,0, ,1,0,0,0,0,1,0,0,0, ,1,1,2,1,0,0,0, ,1, , ,1, , ,2, , ,1, , ,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,0,1,1,1,0,1,1, , , , , , ,6,2,3,1,1,5,2,1,1,1,2,2,2,4,3,1,1,8,1,1,1,4,1,1,1,2,1,1,0.3604195
600312,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,4,3, ,2,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,1, ,4,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,6,3,3,2,3,2,1,1,3,1,1,11,1,5,99,99,3,3,3,1,4,3,1,1,1,3,1,2,0.6127855
600325,3,9,1,0,0,1,0, ,3,1,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,0,0,0,0,1, ,1,2,1, ,1,1,1,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,1,2,4,1,0,0,0, ,1, , ,2, , ,4, , ,1, , ,3,1,1,3,3,3,3,3,3,3,2,2,3,2,2,2,1,2,1,2,2,2, , , , , ,2, , , , , , , ,3,1,2,2,2,4,2,2,2,1,3,13,1,2,2, ,2,7,1,1,3,2,1,1,2,5,1,1,1.3882143
600426,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,2,1,1, ,0,0,0,0,1,1,1,0, ,1,0,0,0,0,0,0,1,0, ,3,2,3,1,0,0,0, ,3, , ,2, , ,4, , ,3, , ,3,2,1,2,3,3,3,3,3,2,1,2,2,2,2,2,2,1,1,1,1,2,0,0,0,0,1,2, , , , , , , ,5,1,2,2,1,5,2,1,1,1,1,1,1,1,3,1,1,7,1,1,1,5,1,1,1,2,1,1,0.3330873
600603,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,2,99, ,99,1,0,0,0,1,0,0,0, ,99,0,0,0,0,0,0,0,1, ,3,4,4,0,0,1,0, , , ,3, , ,2, , ,4, , ,4,3,99,99,3,3,3,3,3,3,3,2,2,3,1,2,2,2,2,1,1,2,2, , , , , ,2, , , , , , , ,6,3,3,2,2,3,2,1,1,1,6,1,2,5,1, ,1,3,3,3,4,2,1,2,2,5,1,1,5.9545673
600604,1,9,1,0,1,1,0, ,3,2,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,1,0,0,0,0, ,1,1,1, ,1,0,1,0,0,1,0,0, ,1,0,0,0,0,0,0,0,1, ,3,3,4,1,0,0,0, ,3, , ,4, , ,4, , ,4, , ,3,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,2,2,1,2,3,2,1,1,1,1,12, ,5,1, ,1,9,1,1,1,4,1,1,1,3,2,1,2.3776346
600651,5,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,1,3, ,1,0,0,0,0,0,1,0,0, ,2,1,0,0,1,1,0,0,0, ,2,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,2,4,2,1,1,1,3,2,2,5,3,1,1,4,2,1,2,3,0,2,6,9,2,2,0.255968
600689,3,9,1,1,0,0,0, ,3,4,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,1,0,0,0,0, ,1,1,1, ,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0,1, ,3,2,1,1,0,0,0, ,1, , ,3, , ,3, , ,3, , ,3,2,99,2,2,3,1,2,2,2,2,2,3,1,3,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,6,3,3,1,1,6,2,1,1,1,1,1,1,3,1, ,1,9,1,1,1,5,1,1,1,2,1,1,0.2499672
600775,1,9,1,1,0,0,0, ,3,2,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,2,2,1, ,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,2,2,1,1,1,0, ,1,3,3,1,1,3,1,2,4,3,4,4,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,1,1,2,1,0,1,1,0,0,2, , , , , , , ,6,4,2,1,3,2,2,2,2,1,1,12,1,5,4,2,2,5,2,1,3,2,1,1,1,3,1,1,0.5768373
600781,1,9,1,0,1,0,0, ,2,1,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,1,2,1, ,0,0,0,0,1,1,1,0, ,1,0,0,0,1,0,1,1,0, ,2,1,1,1,0,1,0, ,1, ,2,1, ,4,2, ,4,2, ,4,2,2,2,2,2,1,1,2,2,2,3,1,3,1,1,1,1,1,2,1,1,1,0,1,1,1,0,2, , , , , , , ,4,4,1,2,2,3,1,4,3,1,6,9, ,6,2, ,2,3,3,3,5,1,1,2,1,1,1,1,0.667056
600794,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,1,0, ,2,1,1, ,0,0,1,1,1,1,1,0, ,1,0,0,0,0,0,0,0,1, ,1,2,4,1,1,0,0, ,1,1, ,3,3, ,4,4, ,3,3, ,3,2,1,2,2,3,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,5,4,2,1,2,3,1,1,3,1,2,2,1,2,3,1,1,4,2,3,3,3,1,1,1,4,1,1,0.3238107
600822,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,3,2,1, ,1,0,0,0,0,0,1,0, ,2,0,0,0,0,0,0,0,1, ,4,3,3,1,0,0,0, ,3, , ,2, , ,4, , ,4, , ,3,1,2,3,3,3,1,3,3,3,2,1,2,2,2,1,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,1,2,2,2,4,2,2,2,1,3,1,1,1,2, ,2,6,2,2,2,2,1,1,1,2,1,1,1.170518
600848,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,1,0,0,0,0, ,1,1,1, ,1,0,0,0,1,0,1,0, ,1,0,0,0,0,0,1,1,0, ,3,2,3,1,0,0,0, ,1, , ,2, , ,3, , ,3, , ,2,1,1,3,2,2,1,2,2,2,1,1,1,2,3,1,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,1,3,1,2,4,2,1,1,1,1,13,1,2,1, ,1,8,1,1,2,3,1,1,2,5,1,1,0.3289072
600905,2,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,1,0,0,0,0,0,1,0, ,2,0,0,0,0,0,0,0,1, ,3,2,4,1,0,0,0, ,3, , ,2, , ,4, , ,4, , ,3,2,2,2,2,2,1,2,3,2,1,2,3,2,3,2,2,1,1,2,1,2,0,0,0,0,1,2, , , , , , , ,6,2,3,2,2,4,2,1,1,1,1,10,2,5,2, ,2,5,2,1,3,1,1,1,1,2,1,1,0.1270935
601158,5,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,1,0,0,0, ,2,1,2, ,0,0,0,0,0,1,0,0, ,99,0,0,0,0,0,0,0,1, ,3,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,2,1,5,2,1,1,1,3,1,1,2,3,99,3,2,3,2,3,3,0,1,6,9,2,2,1.2445617
601222,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,4,3, ,1,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,1, ,1,3,4,1,0,0,0, ,1, , ,3, , ,4, , ,1, , ,3,1,1,2,2,2,1,2,2,2,1,2,3,2,3,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,5,1,1,1,3,2,2,1,1,1,6,12,2,6,3,1,1,6,2,1,3,3,1,1,1,2,1,1,7.0707127
601265,2,9,1,0,0,0,1, ,2,3,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,1,1,0,0,0,0,0,0, ,1,1,0,0,0,0,1,1,0, ,3,2,2,1,0,0,0, ,1, , ,3, , ,3, , ,3, , ,3,99,2,2,2,2,1,2,2,2,2,3,3,3,2,2,2,1,1,2,1,1,0,0,0,1,0,2, , , , , , , ,6,1,4,1,2,4,2,1,1,1,1,13,1,3,1, ,1,6,2,1,1,4,1,1,2,5,1,1,0.2830103
601359,3,9,1,1,0,0,0, ,3,2,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,2,3, ,2,0,0,0,0,1,1,0,0, ,2,0,0,0,0,0,0,0,1, ,1,1,4,1,0,0,0, ,1, , ,2, , ,4, , ,1, , ,3,1,2,3,2,2,3,2,3,3,1,2,2,2,2,2,2,2,1,2,1,2,1,1,0,0,0,2, , , , , , , ,4,2,2,1,1,6,2,1,1,2,1,2,2,3,2, ,2,6,2,3,3,2,1,1,1,1,1,1,1.3803789
601394,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,1,0,0, ,2,2,1, ,0,0,0,1,1,1,1,0, ,2,0,0,1,1,0,0,1,0, ,3,2,2,1,0,0,0, ,1, , ,2, , ,2, , ,3, , ,3,2,2,2,2,1,1,2,2,2,1,3,2,2,2,1,1,1,1,1,1,1,1,0,1,1,0,2, , , , , , , ,6,4,1,1,3,2,2,1,1,1,6,9, ,6,4,1,1,6,2,3,3,3,1,1,1,2,1,1,7.0707127
601493,1,9,1,1,0,0,0, ,3,2,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,1,3, ,2,0,0,0,0,0,1,1,0, ,2,1,0,0,1,0,1,1,0, ,3,1,2,1,1,0,0, ,1,3, ,2,2, ,2,4, ,3,1, ,2,1,2,1,2,3,1,2,2,2,1,1,3,2,2,1,2,2,1,2,1,1,0,1,0,0,0,1,1, , , , , , ,4,1,2,1,2,3,2,1,1,1,1,2,2,2,2, ,2,7,1,1,3,2,1,1,1,2,1,1,0.5538729
601538,1,10,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,1,0,0, ,3,2,1, ,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,1, ,1,2,3,1,0,0,0, ,3, , ,3, , ,4, , ,3, , ,2,2,2,1,2,1,3,3,2,2,3,2,2,1,2,1,1,1,2,2,2,2, , , , , ,2, , , , , , , ,5,3,1,2,2,3,1,1,3,2,6,2,2,4,2, ,2,2,3,3,3,3,1,2,1,3,1,2,3.3528889
601648,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,1,0, ,3,2,2,1,0,0,0, ,3, , ,2, , ,2, , ,1, , ,2,2,2,3,3,3,1,3,3,2,1,3,2,2,3,2,2,2,1,1,1,1,1,1,0,0,0,2, , , , , , , ,6,2,4,1,3,2,2,1,1,1,1,10, ,6,1, ,1,6,2,1,1,4,1,1,4,7,1,1,2.3253705
601754,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,2,3, ,2,0,0,0,0,1,1,0,0, ,2,0,0,0,0,0,0,0,1, ,3,2,4,1,1,1,0, ,1,3,3,3,3,3,4,4,4,3,3,3,2,2,2,3,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2, , , , , ,2, , , , , , , ,6,3,2,1,2,3,1,1,3,1,3,2,2,4,2, ,2,7,1,3,4,3,1,1,1,1,1,1,0.8769215
601983,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,2,2,1, ,0,0,0,0,0,1,1,0, ,2,0,0,0,0,0,0,0,1, ,4,3,3,1,0,0,0, ,3, , ,2, , ,4, , ,1, , ,3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,1,2,1,1,0,0,1,0,0,2, , , , , , , ,6,4,2,2,1,5,1,1,3,1,2,10, ,6,2, ,2,7,1,1,3,2,1,1,1,1,1,1,0.9599293
602235,3,9,1,1,0,0,0, ,3,3,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,4,1,1, ,0,0,1,0,0,0,0,0, ,1,1,0,1,1,0,0,1,0, ,3,2,2,1,1,0,0, ,3,2, ,1,2, ,1,1, ,3,1, ,1,2,2,99,2,3,1,2,3,1,2,3,2,3,2,2,2,1,2,2,1,1,0,0,0,0,1,1,1, , , , , , ,6,1,3,1,2,3,2,1,1,1,2,12, ,6,3,1,1,2,3,1,3,5,1,1,1,2,1,1,0.1498205
602276,1,9,1,0,1,0,0, ,3,1,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,0,0,0,0,1, ,2,2,2, ,0,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,1,4,1,0,0,0, ,1, , ,2, , ,4, , ,1, , ,2,1,2,2,2,2,1,2,99,2,1,2,3,2,3,2,2,1,1,2,1,1,1,1,1,1,0,2, , , , , , , ,4,2,1,2,2,4,2,1,1,1,6,1,1,1,3,2,2,1,3,1,3,2,1,2,1,1,1,1,0.7129737
602360,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,1,1,0, ,1,2,1,1,0,0,0, ,3, , ,1, , ,3, , ,3, , ,2,2,1,2,2,2,3,2,2,2,1,3,3,3,3,2,2,1,1,2,1,2,1,0,1,0,0,2, , , , , , , ,3,2,2,2,1,5,2,4,4,1,1,1,1,1,4,1,1,7,1,1,1,5,1,1,1,2,1,1,0.8574056
602366,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,1,1, ,1,0,1,0,0,0,0,0, ,1,0,0,1,0,1,0,0,0, ,3,2,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,6,4,3,1,2,4,2,1,1,1,3,1,2,5,1, ,1,9,1,1,2,4,1,1,1,3,2,1,0.1200494
602455,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,1,3, ,1,0,0,0,0,0,0,1,0, ,99,0,0,0,0,0,0,0,1, ,3,4,4,0,0,0,1, , , , , , , , , , , , , ,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,1,2, , , , , , , ,6,1,4,1,3,1,2,1,1,1,1,2,2,1,1, ,1,6,2,1,3,3,1,1,1,4,1,1,0.3053763
602502,1,9,1,1,0,0,0, ,3,1,1, ,0,0,1,0,0, ,3,1,0,0,0,0,0, ,2,99,2, , , , , , , ,4,1,0,0,0,0, ,1,1,1, ,0,0,0,0,1,1,1,0, ,1,0,0,0,0,0,0,1,0, ,3,1,1,1,1,1,0, ,3,3,3,1,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,1,1,3,2,2,1,1,1,2,1,2,2, , , , , ,2, , , , , , , ,5,3,2,1,2,4,2,1,1,1,1,1,1,1,3,1,1,4,2,1,1,5,1,1,1,1,1,1,0.6591887
602725,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,4,0,0,0,0,1, ,1,2,1, ,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,1, ,1,3,4,1,0,0,0, ,1, , ,3, , ,4, , ,4, , ,3,1,1,1,3,1,3,3,3,2,3,2,1,2,2,2,2,1,1,2,2,2, , , , , ,2, , , , , , , ,5,3,4,2,1,6,2,1,1,1,5,9, ,3,2, ,2,8,1,1,3,2,1,1,1,4,1,1,0.0953432
602745,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,1,0,0,0,0, ,1,1,1, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,1, ,1,2,4,1,0,0,0, ,1, , ,3, , ,4, , ,3, , ,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2, , , , , ,2, , , , , , , ,6,3,4,1,1,5,2,1,1,1,1,1,1,1,1, ,1,7,1,1,1,3,1,1,2,5,1,1,2.5347347
602921,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,4,0,0,0,0,1, ,1,2,1, ,1,0,0,0,1,1,0,0, ,2,0,0,0,0,1,1,0,0, ,3,1,3,1,1,0,0, ,1,2, ,1,1, ,3,4, ,3,4, ,2,2,2,2,2,1,1,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,0,1,0,0,1,1, , , , , , ,6,3,3,1,1,6,2,1,1,1,1,9, ,6,2, ,2,9,1,1,4,1,1,1,1,2,1,1,0.167145
602990,5,9,99, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,0,0,0,0,1, ,2,2,99, ,0,0,1,0,0,0,0,0, ,2,0,0,0,0,0,0,1,0, ,2,4,4,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,1,3,1,2,2,2,1,6,2,1,3,2, ,2,5,2,1,4,2,1,1,5,8,1,99,2.0268139
603000,2,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,4,1,0,0,0,0, ,1,3, ,1,0,0,0,0,0,1,1,0, ,1,0,0,0,1,1,0,0,0, ,2,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,5,4,4,1,3,2,2,1,1,1,1,9, ,6,2, ,2,4,2,1,5,1,1,1,1,3,1,1,0.3747642
603100,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,1,1,1, ,1,0,0,0,1,0,0,0, ,1,0,0,0,1,0,0,0,0, ,3,4,4,0,0,0,0,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,6,3,4,2,1,6,2,1,1,1,1,1,2,2,1, ,1,8,1,1,3,3,1,1,1,3,2,2,0.4016927
603148,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,0,0,0,0,0,1, ,4,3, ,2,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,1, ,4,4,4,0,0,0,1, , , , , , , , , , , , , ,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2, , , , , ,2, , , , , , , ,6,2,1,1,2,3,1,5,3,9,6,12,2,6,4,2,2,1,3,3,1,2,1,2,1,3,1,3,7.0707127
603239,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,3,1,0,0,0,0, ,1,1,2, ,1,0,0,0,0,0,0,0, ,2,0,0,0,1,1,0,0,0, ,3,2,2,1,0,0,0, ,1, , ,1, , ,2, , ,3, , ,2,2,2,2,2,2,1,1,2,1,1,2,3,2,3,2,2,2,2,2,2,2, , , , , ,2, , , , , , , ,6,1,4,1,2,3,2,1,1,1,1,2,2,4,3,1,1,8,1,1,2,3,1,1,2,5,1,1,0.2536972
603410,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,0,0,0,0, ,1,2,1, ,1,0,0,0,1,1,1,0, ,2,0,0,0,0,0,0,0,1, ,3,3,4,1,0,1,0, ,1, ,1,2, ,3,4, ,4,3, ,3,2,2,2,2,2,2,3,2,2,2,2,3,1,2,3,2,2,2,1,1,1,1,0,1,1,1,0,2, , , , , , , ,6,3,1,2,1,5,2,1,1,1,1,1,2,4,2, ,2,7,1,1,4,3,1,1,1,2,1,1,0.8260241
603460,3,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,0,1,0,0,0,0, ,1,2,1, ,0,0,1,0,1,1,1,0, ,2,1,1,0,1,1,1,1,0, ,3,1,1,1,1,0,0, ,3,3, ,1,1, ,2,1, ,3,1, ,2,2,2,2,2,2,1,2,2,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1, , , , , , ,6,3,3,1,1,5,2,1,1,1,1,5, ,5,2, ,2,8,1,1,4,2,1,1,1,1,1,1,0.0966914
603473,1,9,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,0,0,0,0, ,1,1,1, ,0,0,0,0,0,1,0,0, ,2,0,0,0,1,1,0,0,0, ,2,1,4,1,0,0,0, ,1, , ,1, , ,4, , ,4, , ,2,2,1,2,2,2,1,2,2,2,2,3,1,3,3,2,2,1,1,1,2,2, , , , , ,2, , , , , , , ,6,3,4,1,1,6,2,1,1,1,1,2,2,4,1, ,1,8,1,1,3,4,1,1,1,2,1,1,0.1074103
